-1.062477982233846E+08	-1.071562310464293E+08	-5.339178914066404E+04
-1.042668633713852E+08	-1.091442250017026E+08	-1.769448917609230E+05
-1.022673376358371E+08	-1.110896666512486E+08	-2.932111572759002E+05
-1.002423908481914E+08	-1.129991668180102E+08	-4.067293798349947E+05
-9.819070989494830E+07	-1.148741117746022E+08	-5.187608577357605E+05
-9.611212902059339E+07	-1.167148016884182E+08	-6.297943625916094E+05
-9.400687850482027E+07	-1.185211660538891E+08	-7.400653280933127E+05
-9.187536736318497E+07	-1.202929807631779E+08	-8.496990811914653E+05
-8.971810041846679E+07	-1.220299515422520E+08	-9.587647486293241E+05
-8.753564001534975E+07	-1.237317516104667E+08	-1.067299788758069E+06
-8.532858669793226E+07	-1.253980412049617E+08	-1.175322348948762E+06
-8.309756803045264E+07	-1.270284783279832E+08	-1.282838187222831E+06
-8.084323178581260E+07	-1.286227251913658E+08	-1.389844837313414E+06
-7.856624158371431E+07	-1.301804522225316E+08	-1.496334146611616E+06
-7.626727375845964E+07	-1.317013407086093E+08	-1.602293950867668E+06
-7.394701510372113E+07	-1.331850846150619E+08	-1.707709223915100E+06
-7.160616112822901E+07	-1.346313918085850E+08	-1.812562862244129E+06
-6.924541743815781E+07	-1.360399158852071E+08	-1.916879012581140E+06
-6.686549857542058E+07	-1.374102556740126E+08	-2.020724194533177E+06
-6.446711024823310E+07	-1.387423731141858E+08	-2.123948910320036E+06
-6.205097077897444E+07	-1.400360381428472E+08	-2.226532126931481E+06
-5.961780195604423E+07	-1.412910371063626E+08	-2.328452491070226E+06
-5.716832829890394E+07	-1.425071728923268E+08	-2.429688458374053E+06
-5.470327636269516E+07	-1.436842650219550E+08	-2.530218431056932E+06
-5.222337360548745E+07	-1.448221506365303E+08	-2.630021276189148E+06
-4.972934820436435E+07	-1.459206837626683E+08	-2.729076046658076E+06
-4.722193013400823E+07	-1.469797321806393E+08	-2.827360535615698E+06
-4.470184806988761E+07	-1.479991823030913E+08	-2.924853596865244E+06
-4.216982977077032E+07	-1.489789359455942E+08	-3.021534471857131E+06
-3.962660146974991E+07	-1.499189117630084E+08	-3.117382774206445E+06
-3.707288744302454E+07	-1.508190445044720E+08	-3.212378428531408E+06
-3.450940955934486E+07	-1.516792848760746E+08	-3.306501750240102E+06
-3.193688683397971E+07	-1.524995993597076E+08	-3.399733430295348E+06
-2.935603470526361E+07	-1.532799696916291E+08	-3.492055019825570E+06
-2.676756524551770E+07	-1.540203941855321E+08	-3.583447503844410E+06
-2.417218647061630E+07	-1.547208843502095E+08	-3.673893018187888E+06
-2.157060176422393E+07	-1.553814674742621E+08	-3.763374040830322E+06
-1.896350960914288E+07	-1.560021853977400E+08	-3.851873528224252E+06
-1.635160322315635E+07	-1.565830942465204E+08	-3.939374922296003E+06
-1.373557021596497E+07	-1.571242641499181E+08	-4.025862167050578E+06
-1.111609225821818E+07	-1.576257789435683E+08	-4.111319700273201E+06
-8.493844769123130E+06	-1.580877358633213E+08	-4.195732470532894E+06
-5.869496618692269E+06	-1.585102452443312E+08	-4.279085933766171E+06
-3.243709842659696E+06	-1.588934302033253E+08	-4.361366056140192E+06
-6.171393934203896E+05	-1.592374263065076E+08	-4.442559315095961E+06
2.009567134622101E+06	-1.595423812632689E+08	-4.522652703708477E+06
4.635769735809864E+06	-1.598084545949038E+08	-4.601633724884227E+06
7.260836207377390E+06	-1.600358172925504E+08	-4.679490397305652E+06
9.884142354821000E+06	-1.602246514962408E+08	-4.756211247188695E+06
1.250507219714071E+07	-1.603751501520846E+08	-4.831785308737002E+06
1.512301813248780E+07	-1.604875166669540E+08	-4.906202122226447E+06
1.773738110959842E+07	-1.605619645899391E+08	-4.979451732039407E+06
2.034757178676770E+07	-1.605987269637337E+08	-5.051525371803872E+06
2.295301270592732E+07	-1.605980592513591E+08	-5.122414223809548E+06
2.555312623947360E+07	-1.605601710636474E+08	-5.192108946271911E+06
2.814734889917472E+07	-1.604853131289462E+08	-5.260601532379493E+06
3.073512637445049E+07	-1.603737446494091E+08	-5.327884455447361E+06
3.331591360897948E+07	-1.602257329546089E+08	-5.393950647994749E+06
3.588917488965742E+07	-1.600415531830167E+08	-5.458793515319362E+06
3.845438389199010E+07	-1.598214879532847E+08	-5.522406914191052E+06
4.101102375184701E+07	-1.595658270475106E+08	-5.584785152547024E+06
4.355858709757338E+07	-1.592748670987834E+08	-5.645922979669519E+06
4.609657609149349E+07	-1.589489112783234E+08	-5.705815580725119E+06
4.862450243084572E+07	-1.585882689760705E+08	-5.764458554667041E+06
5.114188739413784E+07	-1.581932555192297E+08	-5.821847934912711E+06
5.364826182079091E+07	-1.577641918631616E+08	-5.877980155935697E+06
5.614316610950113E+07	-1.573014043052322E+08	-5.932852057459965E+06
5.862615021680609E+07	-1.568052241967227E+08	-5.986460874311842E+06
6.109677421023939E+07	-1.562759887295576E+08	-6.038804858021304E+06
